飞周兄弟 | 还不认亲? | non-hate | non-hate [END]
女性群体的主体意愿 | 越来越无法忽视 | Sexism | hate [SEP] 你一个男的 | 有啥好纯情的,想爽的直接模仿版本之子黑叔叔就行了 | Sexism | hate [END]
你们同性恋 | 不是没有任何意义没有任何结果的 | LGBTQ | hate [END]
女生 | 全国信绿哦 | Sexism | hate [END]
广东 | 就根本不熟,都不知道黑啥 | Region | hate [END]
女拳男 | 能不能414阿? | Sexism | hate [END]
理中客 | 女拳和舔狗扮的 | Sexism | hate [END]
黑人的背叛 | 不是我们的背叛而是我们的背叛 | Racism | hate [END]
黑河南的 | 只有西安人 | Region | hate [END]
度度 | 马上就缩了回去怎么不继续表演了 | non-hate | non-hate [END]
嫁给黑人的国女 | 要自觉点,跟男人去国外,更不要把孩子生养在国内 | Sexism, Racism | hate [END]
你 | 怕是不知道13年的“浙江滚出中国” | non-hate | non-hate [END]
差评 | 要买游戏玩过后才能 | non-hate | non-hate [END]
女〇 | 一堆女〇 | Sexism | hate [END]
这人 | 可能这辈子没出过抚顺 | non-hate | non-hate [END]
新疆的回族 | 也算被黑惨了 | non-hate | non-hate [END]
黑人 | 只会引发黑命贵运动,引起激烈的种族冲突 | Racism | hate [END]
他 | 明明黑的是广西好吧? | Region | hate [END]
一群满嘴道德仁义的狗 | 在搞笑 | non-hate | non-hate [END]
反同性恋的吧主吧 | 鸠占鹊巢又开始了 | LGBTQ | hate [END]
女拳 | 砂男婴的热搜就往死里压热度 | Sexism | hate [END]
被骗 | 普遍的 | non-hate | non-hate [END]
黑上海的 | 规模碾压北京 | Region | hate [END]
河南小朋友 | 被河南小朋友骗过 | non-hate | non-hate [END]
90 00这代人 | 过几年排黑就会蔓延到生活中了 | Racism | hate [END]
基佬的头像 | 就知道这个怪物不敢说不需要孩子想要孩子想要孩子想要孩子想要孩子想要孩子了 | LGBTQ | hate [END]
基佬 | 会吐口水 | LGBTQ | hate [END]
gay | 对女性要友好得多了 | Sexism | hate [END]
民主党 | 搞的和平演变路线,说白了就是葵花宝典 | non-hate | non-hate [END]
女人 | 对女人解读基本没什么毛病 | Sexism | hate [END]
这些黑醋 | 最喜欢做的事就是伤害别人,干违法乱纪的事 | Racism | hate [END]
你的回答 | 有点棒棒哒 | non-hate | non-hate [END]
你们老公 | 保护不了自己的老婆孩子吗,还要蹭娘家的好处? | Sexism, Racism | hate [END]
华人主义 | 继续者之大华人主义 | non-hate | non-hate [END]
国外 | 我们的未来 | non-hate | non-hate [END]
知乎 | 乌烟瘴气的 | non-hate | non-hate [END]
母系社会 | 为什么会变成父系社会呢? | Sexism | hate [END]
已婚女性 | 没有多少个已婚女性能够明面上拒绝丈夫的性需求,否则会遭来男方家里的各样指责 | Sexism | hate [END]
媚外 | 借媚外打压锅男才是女拳的目的 | Sexism | hate [END]
一群站街女 | 免费鸡院 | Sexism | hate [END]
没有狐臭长得好品学兼优的人 | 可以谈恋爱的 | Racism | hate [END]
日本 | 想在奥运装圣母 | non-hate | non-hate [END]
黑 | 最大可能是偏袒黑 | Racism | hate [END]
国女 | 干的好事 | Sexism | hate [END]
东方审美 | 不符合东方审美观 | non-hate | non-hate [END]
女人 | 很宝贵的 | Sexism | hate [END]
这种男人 | 心不坏,但是实在是很令人讨厌 | non-hate | non-hate [END]
韩国人 | 学习韩国人偷东西吗 | non-hate | non-hate [END]
在外的老乡 | 这么惹人讨厌 | Region | hate [END]
基佬 | 好心相劝却被基佬拉黑 | LGBTQ | hate [END]
霓 | 什么时候能被做成刺身 | Sexism | hate [END]
支持 | 就是多么高尚多么厉害 | non-hate | non-hate [END]
东北 | 偏见是刻在骨子里的 | non-hate | non-hate [END]
国际鬼子虫类及其它们后代虫 | 它们身体内必不可少基因之一 | Racism | hate [END]
外国人 | 犯罪三年以下有期徒刑的不追究了解一下 | non-hate | non-hate [END]
这种人 | 怎么就那么想当默的配种母狗 | Sexism | hate [END]
美国 | 巴不得美国从地球上消失的样子 | Region | hate [END]
便宜鸡 | 别找太便宜的就行 | Sexism | hate [END]
女性 | 对双方的枷锁而不是保护 | Sexism | hate [END]
黄皮肤 | 就是人上人了。 | Racism | hate [END]
这种虚构抄袭的作品 | 没有封建的原素 | non-hate | non-hate [END]
对方 | 品性 学识 刚好的外貌 | non-hate | non-hate [END]
水文 | 水文是水文 | non-hate | non-hate [END]
他 | 用这句话我也用了 | non-hate | non-hate [END]
东北人 | 流出以年轻白领为主 | non-hate | non-hate [END]
看新闻的 | 也少了 | non-hate | non-hate [END]
新上海人 | 也算进去吧🤣 | non-hate | non-hate [END]
女性 | 会索要高额彩礼 | Sexism | hate [END]
楠拳 | 已经把2、3楼层设置不可按 | non-hate | non-hate [END]
你 | 郭南郭分不清楚 | non-hate | non-hate [END]
上海 | 有100万人口的超级大都市 | non-hate | non-hate [END]
我 | 说的是事实 | non-hate | non-hate [END]
男人女人 | 一生只和一个做爱怎么会得病!? | Sexism | hate [END]
女拳師 | 討厭腐女 | Sexism | hate [END]
国楠 | 才是真的惨 | non-hate | non-hate [END]
母猪 | 看面相就不是个好人 | Sexism | hate [END]
这样的女孩子 | 找不找我不会批判 | Sexism, Racism | hate [END]
以偏概全的 | 脑子发育不完全 | non-hate | non-hate [END]
黑吉辽配 | 单独提名一样 | Region | hate [END]
九头鸟 | 只会算计人 | non-hate | non-hate [END]
吧主 | 从空降吧主到改贴吧目录 | non-hate | non-hate [END]
广西 | 普遍个子稍微矮了一点,但也不丑 | non-hate | non-hate [END]
25岁以下的女性 | 生产后,状态回复的最快,伤害也就越难 | Sexism | hate [END]
咱们 | 没特点 | non-hate | non-hate [END]
广东 | 文化种族等方面被黑 | Region | hate [END]
这些人 | 恋爱观就离谱 | non-hate | non-hate [END]
找巧克力豆当对象的 | 找巧克力豆当对象的 | Sexism | hate [END]
她们 | 谁特么同情老实人? | non-hate | non-hate [END]
答主 | 对待性工作者和人品低下的人都是一个态度 | non-hate | non-hate [END]
黑人、白人 | 为什么要在社交圈子里引入这些只有风险、没有收益的陌生人? | Racism | hate [END]
直女 | 不能和女性make所以直女和女性关系就不好? | Sexismake | hate [END]
少数女的 | 维小人与女子不可教 | Sexism | hate [END]
新疆人 | 禁止新疆人入内 | Region | hate [END]
胎 | 为什么不打胎 | non-hate | non-hate [END]
孙吧 | 不是一天两天被女权围攻了,慌什么 | Sexism | hate [END]
浙江人 | 一开口吓死人了 | non-hate | non-hate [END]
喜欢同性恋的 | 说同性恋才是真爱 | LGBTQ | hate [END]
你 | 知错能改 | non-hate | non-hate [END]
你们 | 先来碰瓷的 | non-hate | non-hate [END]
你 | 为了贪图小便宜吃软饭 | non-hate | non-hate [END]
广州 | 坐了十三年地铁 | non-hate | non-hate [END]
少数人 | 祸害国家的蛀虫 | non-hate | non-hate [END]
同狗 | 日常迫害正常人 | LGBTQ | hate [END]
黑人 | 艾滋病携带率高 | Racism | hate [END]
他 | 应该统一起来举报他 | non-hate | non-hate [END]
韦小宝 | 都会被查 | non-hate | non-hate [END]
你 | 请我去现场看《快乐大本营》吧 | non-hate | non-hate [END]
郭 | 没有啊 | non-hate | non-hate [END]
你 | 你说是就是吧 | non-hate | non-hate [END]
我 | 支持你的看法,我也觉得很脏 | non-hate | non-hate [END]
非洲黑人 | 繁衍力,迟早把非洲挤爆,然后他们就到处扩张 | Racism | hate [END]
那些媚黑的女人 | 不会听进去的 | Sexism, Racism | hate [END]
上海人 | 傲慢 | Region | hate [END]
东北人 | 领教过东北人的坏 | Region | hate [END]
东北云南人 | 吃生猪皮的东北云南人 | Region | hate [END]
江西 | 双标 | non-hate | non-hate [END]
我 | 被楼里那个,被我疑问句问破防的大男权主义分子拉黑了 | non-hate | non-hate [END]
男性 | 对女性敌意大 | Sexism | hate [END]
这东西 | 不分男女 | non-hate | non-hate [END]
NULL | 真的双标 | non-hate | non-hate [END]
这一类自我劣化异类 | 会造成五胡乱华的后果 | Racism | hate [END]
国际鬼子虫类及其它们后代虫混的所谓精英 | 蛇鼠两端货色 | Racism | hate [END]
墓垢 | 铁鲨鼻 | Racism | hate [END]
皮肤比较黑的人员 | 选择与它们相反的方向行走就对了! | Racism | hate [END]
闲得蛋疼的 | 大概率是猪精 | non-hate | non-hate [END]
鬼母牛逼 | 吹的倒是不小 | Sexism | hate [END]
幕刃 | 和理客中一样恶心 | Sexism | hate [END]
我 | 真怕我把我弟带坏了 | non-hate | non-hate [END]
牛头人 | 听说自己女朋友跟别人玩的花还很兴奋 | non-hate | non-hate [END]
这样的直男 | 羡慕了 | non-hate | non-hate [END]
基佬 | 举报的呗 | LGBTQ | hate [END]
楼主 | 别理会亩刃 | non-hate | non-hate [END]
他 | gay | LGBTQ | hate [END]
抖音 | 被限流了 | non-hate | non-hate [END]
黑河南的 | 刹比 | Region | hate [END]
图一这脸 | 有点疯狂原始人的味道 | non-hate | non-hate [END]
圣母 | 反对一切圣母行为 | non-hate | non-hate [END]
你 | 还是太年轻了,没有格局。 | non-hate | non-hate [END]
同性恋 | 为什么不让它灭绝? | LGBTQ | hate [END]
你 | 怕有病 | non-hate | non-hate [END]
母狗 | 在现实中太怂了 | Sexism | hate [END]
清道夫 | 一群没有用的垃圾 | Racism | hate [END]
非洲吧 | 分享过来的 | non-hate | non-hate [END]
狗肉 | 这东西平时太罕见了吧 | non-hate | non-hate [END]
你 | 别人在替你岁月静好 | non-hate | non-hate [END]
你们 | 可以远离女人啊!越远越好! | Sexism | hate [END]
钼刃 | 在网上翻天覆地 | Sexism | hate [END]
匈奴汉国的刘渊 | 汉化之人 | non-hate | non-hate [END]
同性恋 | 把同性恋看做生活中更平常的事情,以平常心对待 | LGBTQ | hate [END]
非洲动物园 | 鬼畜杂毛地方 | Racism | hate [END]
河南人 | 被黑和口音很大关系 | Region | hate [END]
你 | 私信没开 | non-hate | non-hate [END]
这会中文的黑猩猩 | 在我国神马地方?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! [END]
管家仆人 | 这跟以前的管家仆人似的 | non-hate | non-hate [END]
你 | 理它它它它就赢了 | non-hate | non-hate [END]
猪精 | 吃不到性别福利只能走这条路 | non-hate | non-hate [END]
你 | 没玩过的默也先玩了 | Racism | hate [END]
能发动全网媒体辟谣的男人 | 嫁个能发动全网媒体辟谣的男人 | non-hate | non-hate [END]
你 | 别人问地你答天 | non-hate | non-hate [END]
河南,东北地区,广西 | 被黑的最惨的几个地方 | Region | hate [END]
同性恋 | 哗众取宠的小丑 | LGBTQ | hate [END]
河南人 | 没有黑河南啊,只是说一些河南人欺骗过他们 | Region | hate [END]
我 | 去过南方几乎所有的省,而且不是走马观花式的那种 | non-hate | non-hate [END]
那个机器 | 到底是为了让男人体谅女人,还是为了一群智障猎奇? | Sexism | hate [END]
它们 | 会有政策加分的 | non-hate | non-hate [END]
索玛女王 | 对默的评价 | Racism | hate [END]
工会 | 我们需要工会 | non-hate | non-hate [END]
黑人 | 爱情里就是能分出个高低,就是没有标准 | Racism | hate [END]
中国人 | 在中国歧视中国人!? | non-hate | non-hate [END]
中国女性 | 唯一被批评的女性群体 | non-hate | non-hate [END]
中国人 | 普遍都很小 | non-hate | non-hate [END]
大家 | 在网上呼吁不要歧视艾滋病人一样 | non-hate | non-hate [END]
她 | 可以啊 | non-hate | non-hate [END]
成都 | 威武啊成都群众 | non-hate | non-hate [END]
他们 | 不仅嘲笑他们,还嘲笑那些不嘲笑他们的人 | non-hate | non-hate [END]
jatoo | 多功能的 | non-hate | non-hate [END]
彩礼吧 | 没有♂? | non-hate | non-hate [END]
河南人 | 可以删除 | non-hate | non-hate [END]
腐癌 | 你们异性恋女生 | LGBTQ | hate [END]
你 | 每个人都有自己的思想的自由 | non-hate | non-hate [END]
一些半调子地区 | 他还真不地域歧视 | non-hate | non-hate [END]
黑男 | 只要跟黑男换国籍就行了 | Racism | hate [END]
孔子 | 耳听为实 | non-hate | non-hate [END]
我河南人 | 外婆家辽宁,这两年沈阳大连城市发展已经开始落后了 | non-hate | non-hate [END]
男人 | 被男人压在夸下摩擦了几千年 | Sexism | hate [END]
上海的外来人口 | 恶臭 | Region | hate [END]
黑人 | 被黑人搞过的有几种 | Racism | hate [END]
这波徐州 | 又输得一塌糊涂 | non-hate | non-hate [END]
女拳 | 现在泛滥了,敌我难分 | Sexism | hate [END]
黑蛆 | 直接清空弹夹完事 | Racism | hate [END]
上海人 | 苏南人的种而不是苏南人的种而不是苏南人的种而不是苏南人的种而不是苏北人的 | Region | hate [END]
作者 | 支持作者传播正能量,让更多人知道真相 | non-hate | non-hate [END]
男的 | 骗婚的 | non-hate | non-hate [END]
地域黑 | 是西方资本控制的国内某些媒体,刻意营造出来的从内部分裂、瓦解民族认同感的舆论战争! | Region | hate [END]
我 | 和我doi | non-hate | non-hate [END]
黑人白人 | 恶心 | Racism | hate [END]
上海人 | 被外来务工人员黑的严重 | Region | hate [END]
金庸大师 | 诚不我欺啊 | non-hate | non-hate [END]
藏污纳垢 | 恶心死你. | Racism | hate [END]
东北 | 除了东北人都算是南方人 | non-hate | non-hate [END]
中非友谊 | 真的很“好” | Region | hate [END]
蛮 | 蛮是少数民族 | non-hate | non-hate [END]
小鸡 | 宁愿小鸡守活寡🤣 也不想小鸡沾粑粑 | non-hate | non-hate [END]
小管家 | 是没有匿名的 | non-hate | non-hate [END]
北方人 | 被地狱狗蔑称为南大人 | Region | hate [END]
中国男人 | 应该灭绝! | Sexism | hate [END]
贴吧 | 默默重灾区 | non-hate | non-hate [END]
有些人 | 莫名反感 | non-hate | non-hate [END]
洛阳口音 | 你能分清嘛 | non-hate | non-hate [END]
吧里的年轻人们 | 可以考虑进中小企业的电子厂 | non-hate | non-hate [END]
智商有点正常的同性恋 | 才会来这个吧挑战 | LGBTQ | hate [END]
你这种把身边当世界的人 | 没什么好说的 | non-hate | non-hate [END]
你 | 错了 | non-hate | non-hate [END]
NULL | 去推特看看就知道了,️ | non-hate | non-hate [END]
这种人 | 如何评价这种人 | non-hate | non-hate [END]
你 | 白叠就应该理所当然的在那 | non-hate | non-hate [END]
有几个男的 | 天天颜文字啊? | non-hate | non-hate [END]
基佬的艾 | 正常人也不会要 | LGBTQ | hate [END]
克罗地亚的 | 容貌秒杀95%以上国女 | Sexism, Racism | hate [END]
黑老丑的 | 不自重自爱,就要被唾弃 | Racism | hate [END]
女性 | 生孩子真的很痛 | Sexism | hate [END]
两个女生 | 随所有条件都一样 | non-hate | non-hate [END]
同同 | 跑到反同群里面开盒 | LGBTQ | hate [END]
NULL | 反串黑是吧 | Racism | hate [END]
逻辑高手 | 随便打俩字就是悖论 | non-hate | non-hate [END]
女的 | 那没事了 | non-hate | non-hate [END]
你 | 应该去放生吧 | non-hate | non-hate [END]
上海人 | 已经躺平了 | non-hate | non-hate [END]
一些缺乏地理概念的人 | 可能属于东北 | non-hate | non-hate [END]
这个女的 | 让这个女的被骗个精光不好吗 | Sexism | hate [END]
那个男的 | 说话语气巨差无比 | non-hate | non-hate [END]
男的 | 也不分享 | non-hate | non-hate [END]
我 | 我要当吧主 | non-hate | non-hate [END]
南方 | 女人不能上桌吃饭,封建落后 | Sexism | hate [END]
这两地方 | 有优越感那都是几十年前的事了 | non-hate | non-hate [END]
女权 | 我成替身了? | non-hate | non-hate [END]
白男 | 娶黄女七层是炼铜,剩下两层是猎奇 | Sexism | hate [END]
女人 | 越老越贬值,越老越贬值,越老越不能生 | Sexism | hate [END]
腐女 | 那些莫明就磕cp的 | non-hate | non-hate [END]
他 | 上海的 | non-hate | non-hate [END]
女方 | 不懂珍惜婚姻 | Sexism | hate [END]
NULL | 什么时候异性恋还需要别人认可了? | non-hate | non-hate [END]
努力大姐 | 还没死啊 | non-hate | non-hate [END]
同性恋 | 有什么资格给儿童定义? | LGBTQ | hate [END]
这昵称 | 有点东西 | non-hate | non-hate [END]
你 | 去辱骂和攻击他人就是没素质 | non-hate | non-hate [END]
上海 | 喜欢排斥江淮地区 | non-hate | non-hate [END]
所有的女人 | 生孩子多么多么多么痛、多么多么难 | Sexism | hate [END]
二婚女 | 都不会问她为什么非和黑人处 | Sexism, Racism | hate [END]
种族主义者 | 老子就是种族主义者 | Racism | hate [END]
国女 | 急死的国女出来了。 | Sexism | hate [END]
你 | 好big胆 | Sexism | hate [END]
中国男生 | 分头突围了 | non-hate | non-hate [END]
大国气度 | 接盘 | non-hate | non-hate [END]
纯纯 | 懦弱又自我感动的大** | Sexism | hate [END]
她们 | 别留在国内 | Sexism, Racism | hate [END]
你 | 能在化粪池里面找一条干净的蛆? | non-hate | non-hate [END]
广东老太太 | 谁都不虚 | non-hate | non-hate [END]
女性 | 对家族很难有归属感 | non-hate | non-hate [END]
安徽人 | 只有好感 | non-hate | non-hate [END]
恋童癖 | 这是个恋童癖 | non-hate | non-hate [END]
辽足辽篮球迷 | 这几年干的没素质事好像更多吧。 | Region | hate [END]
人造子宫 | 不是为了贬低女性,是为了女性不受十月怀胎,骨肉分离之苦 | Sexism | hate [END]
男生劝女生的 | 千万不能喝 | Sexism | hate [END]
二次元和微博 | 沙 | non-hate | non-hate [END]
潮汕火锅 | 什么味道啊 | non-hate | non-hate [END]
骗婚的人品有问题的人 | 你不抵制他们难道会消失吗 | non-hate | non-hate [END]
广西 | 不也被黑得很惨吗 | Region | hate [END]
它们虫爹 | 在面对人类精英足球队根本就没有赢可能性 | Racism | hate [END]
你们 | 以为自己是谁 | non-hate | non-hate [END]
人家 | 说的是生理上而不是理性 | non-hate | non-hate [END]
东北抗战 | 被天天享福的老爷们骂,太可笑了 | Region | hate [END]
厕所里勾叫的 | 还没路边蛄叫的好听 | Racism | hate [END]
长三角 | 现在安徽口碑比以前好多了 | non-hate | non-hate [END]
不分青红皂白胡乱打拳的 | 大家去点赞吧! | non-hate | non-hate [END]
国女 | 被国女逼的 | Sexism | hate [END]
基佬 | 同类相食的怪物 | LGBTQ | hate [END]
混血儿 | 丑八怪的多了去了 | non-hate | non-hate [END]
你们上海人 | 黑白完人的时候也没见你们心疼白完人啊 | Region | hate [END]
上海 | 排外歧视很严重 | Region | hate [END]
这相机 | 不错啊 | non-hate | non-hate [END]
女生 | 对在她们看来不够敏感的男性的讽刺 | Sexism | hate [END]
贴吧 | 要安全地发展 | non-hate | non-hate [END]
答主 | 是日本血统,日裔遗孤 | non-hate | non-hate [END]
那女的 | 作态还非常低贱 | Sexism | hate [END]
她们 | 结婚以后一定要和老公孩子待在非洲不要回来 | Sexism, Racism | hate [END]
毛子 | 绝对打它 | non-hate | non-hate [END]
河南 | 人口众多 | non-hate | non-hate [END]
你 | 该不会是我的拳打到你了吧? | non-hate | non-hate [END]
黑人 | 我会抱狗 | Racism | hate [END]
它们 | 让它们多多发电 | non-hate | non-hate [END]
男性 | 团结起来格了正服还有各种干什么 | Sexism | hate [END]
图里的有智慧的人 | 全是男性 | non-hate | non-hate [END]
商丘,驻马店,周口,豫南三市 | 被黑的最多 | Region | hate [END]
杨笠 | 把大部分小仙女心声说了出来 | Sexism | hate [END]
人形畜 | 除了寄声就是寝犯 | non-hate | non-hate [END]
我 | 河南的 | non-hate | non-hate [END]
奸**人 | 古龙水 | Sexism, Racism | hate [END]
黑人 | 五千年祖先都是灵长类动物 | Racism | hate [END]
人家 | 自己说话,与你有关吗? | non-hate | non-hate [END]
黑龙江 | 怎么又是黑龙江出的事啊! | non-hate | non-hate [END]
黑人 | 擅长音乐 | Racism | hate [END]
你们女拳 | 一动手你们女拳就出来反抗 | Sexism | hate [END]
异性恋 | 不好 | non-hate | non-hate [END]
中国 | 有你这样的 | non-hate | non-hate [END]
你 | 真是个蒻痣 | non-hate | non-hate [END]
这种女人 | 会带坏公司风气 | Sexism | hate [END]
公开的外人评论 | 最公开公正了 | non-hate | non-hate [END]
你 | 小丑能出来说一说你的成分吗 | non-hate | non-hate [END]
黑人 | 咱们是物种歧视 | Racism | hate [END]
这个吧里的臭亩钩 | 聚一起能凑出个完整的月莫吗? | Sexism | hate [END]
黑人白人 | 都不待见! | Racism | hate [END]
我 | 河南的回族 | non-hate | non-hate [END]
女的 | 基本上没国家概念 | non-hate | non-hate [END]
北京人 | 对上海人很复杂的情绪 | Region | hate [END]
这位警官 | 尽职尽责的人 | non-hate | non-hate [END]
这些凤毛麟角的人物 | 咱们不要拿这些凤毛麟角的人物来代替99.99%的铌铬 | Racism | hate [END]
有些人 | 捏个光头黑人 | Racism | hate [END]
她 | 得不介绍她的社会关系。 | non-hate | non-hate [END]
你 | 看看一个多月了有人理你吗 | non-hate | non-hate [END]
人类历史的先祖们 | 早就有预料今日这些人类的叛徒所以才有了慕尼黑这个地名对人类们随时警醒 | Racism | hate [END]
她 | 一邊yy | non-hate | non-hate [END]
男人 | 不婚 | non-hate | non-hate [END]
这狗 | 知道那些小狗是它的孩子吗??? | non-hate | non-hate [END]
山东人陕西人 | 真的不爱出门打工 | non-hate | non-hate [END]
亲子鉴定 | 希望跟验孕棒一样普及 | non-hate | non-hate [END]
台湾 | 不光该骂,简直是该打! | non-hate | non-hate [END]
黑人 | 是不是灵长类展开了讨论 | Racism | hate [END]
龟男 | 道德观 | Sexism | hate [END]
湖南 | 因为答主口音有问题逃过一劫,甚幸! | non-hate | non-hate [END]
ZF | 2010年因为政治正确取消外籍留学生艾滋病强制筛查之后,国内的艾滋病感染率大幅度增加 | non-hate | non-hate [END]
你野die们 | 在呼唤你 | non-hate | non-hate [END]
科学家 | 相信科学家 | non-hate | non-hate [END]
女⭕️师 | 不少 | Sexism | hate [END]
一部分南方人 | 分不清北方口音 | non-hate | non-hate [END]
我方 | 保护我方输出 | non-hate | non-hate [END]
我 | 每天都在关注都看的! | non-hate | non-hate [END]
兄弟 | 辛苦了 | non-hate | non-hate [END]
他们 | 会巧妙的在任何讨论和争执中把自己伪装成受害者的形象 | LGBTQ | hate [END]
她们 | 权利不是无限的 | non-hate | non-hate [END]
女人 | 大脑感性部位发达,喜欢引起情感共鸣的,撩动情绪的,撩动情绪的,撩动情绪的,撩动情绪的,撩动情绪的 | Sexism | hate [END]
我 | 男同! | LGBTQ | hate [END]
龟男 | 不努力 | Sexism | hate [END]
黑人 | 一箭搞掂 | Racism | hate [END]
既得利益者 | 笑死我了 | non-hate | non-hate [END]
中国女拳友 | 脑子不好使那种 | Sexism | hate [END]
河南朋友 | 都挺好的 | non-hate | non-hate [END]
他 | 如何在背后阴阳怪气说我们 | non-hate | non-hate [END]
有些人 | 骂上海人配不上这个全中国的上海 | Region | hate [END]
自然选择 | 不错不错俺点赞了 | non-hate | non-hate [END]
母钩 | 我已经举报加爆杀这母钩了 | Sexism | hate [END]
南京 | 环境方面是不行 | non-hate | non-hate [END]
小黑奴 | 这卖的是小黑奴,一万多一个 | Racism | hate [END]
你 | 装理客中装不下去了就开始破口大骂了 | Sexism | hate [END]
这种手术 | 正规大医院一般不做的 | non-hate | non-hate [END]
男女平等 | 不支持男女平等 | non-hate | non-hate [END]
你 | 去帮你的嘿嘿打工吧 | non-hate | non-hate [END]
感冒患者 | 不要歧视感冒患者么 | non-hate | non-hate [END]
你 | 自己不控制自己,还怕别人传病你? | non-hate | non-hate [END]
同性恋 | 可以和异性结婚并不能说明他们喜欢异性 | LGBTQ | hate [END]
非洲 | 别把串串留在中国 | Racism | hate [END]
大家 | 怎么看 | non-hate | non-hate [END]
黑人 | 金发碧眼一般是西方白人,比黑人智商更高,就是更开化一点什么的 | Racism | hate [END]
现代女生 | 也接受教育进入职场工作了 | non-hate | non-hate [END]
基佬 | 你怎么骂基佬我也不生气我也不是男的我还有男朋友 | LGBTQ | hate [END]
河南人 | 被黑 | Region | hate [END]
包邮区农村的小伙 | 歧视一切外地人 | Region | hate [END]
黑山东的 | 天天给我推黑山东的 | Region | hate [END]
同居史-女孩 | 不友善的是娶 | non-hate | non-hate [END]
江西 | 存在感低,想不起黑 | Region | hate [END]
现在女性的择偶标准 | 都是“三无四有”了啊 | Sexism | hate [END]
她 | 之前懒得一般见识的想法都不该有 | non-hate | non-hate [END]
姆蛆 | 需要姆蛆引流捏 | Racism | hate [END]
传统地域歧视地区 | 传统地域歧视地区 | non-hate | non-hate [END]
上海 | 歧视外地人是普遍存在 | non-hate | non-hate [END]
默妖 | 能否尽灭 | Racism | hate [END]
四川的 | 背地里要被冷嘲热讽死 | Region | hate [END]
你 | 三观真的有毒 | non-hate | non-hate [END]
北方 | 人上人 | non-hate | non-hate [END]
非洲 | 引进的“高材生” | Racism | hate [END]
“尊重女性” | 资本主义的骗局,也是不尊重男性的糟粕 | Sexism | hate [END]
北欧 | 在性少数上做的相对比米国较好罢了 | Region | hate [END]
我们东北人 | 在前面顶着呢 | non-hate | non-hate [END]
黑人 | 中国人反感黑人、骂黑人就是种族歧视 | Racism | hate [END]
非洲 | 根本回不来 | non-hate | non-hate [END]
国女 | 世界第一优秀 | Sexism | hate [END]
杂交的 | 不如纯种的好,还会弄出很多奇怪的病 | non-hate | non-hate [END]
嘿蛆族 | J生虫 | Racism | hate [END]
浙江 | 为什么黑浙江啊 | Region | hate [END]
你 | 还是去上学吧 | non-hate | non-hate [END]
荷兰人 | 总是说是别人祖宗,可惜非洲人还是全世界祖宗呢,不照样讨人嫌? | Region | hate [END]
洋垃圾 | 学校把这些洋垃圾招进来,所以也要承担相应的后果! | Racism | hate [END]
女人 | 如果嫁到外国人小孩不能在中国读公立学校只能在外国人的私人学校读书 | Sexism, Racism | hate [END]
H省 | 应该读作H省 | non-hate | non-hate [END]
黑杂 | 在抖音拍南京大屠杀纪念日 | Region | hate [END]
有钱哪里的妹子 | 都喜欢你 | Sexism | hate [END]
塔利班 | 有飞机大炮 | non-hate | non-hate [END]
傻卵劣信女 | 别理它们 | Sexism | hate [END]
黑人 | 来喷我吧 | Racism | hate [END]
老外 | 只要和老外有过交往的,我都从心里嫌弃 | non-hate | non-hate [END]
来江浙沪又挣不了多少钱,又嫉妒人家生活过得好的人 | Region | hate [END]
东北 | 地域黑大v最多的地方 | Region | hate [END]
NULL | 应该杀光也不应该驱逐 | non-hate | non-hate [END]
河南 | 确实都是啊 | non-hate | non-hate [END]
外星优质男人 | 为什么不找外星优质男人呢 | Sexism | hate [END]
你 | 对别人问候你父母也是合情合理的 | non-hate | non-hate [END]
你 | 还是建议你发孙吧,那里老哥骂得比较好听? | non-hate | non-hate [END]
你 | 早点蛆丝 | non-hate | non-hate [END]
河南 | 中原文明/华夏文明的起源地 | non-hate | non-hate [END]
有些人 | 觉得自己是同性恋就可以高人一等了是吧 | non-hate | non-hate [END]
外国人 | 排外排的是中国人 | Region | hate [END]
黑人 | 可以与黑人结婚,但孩子别生在咱国 | Racism | hate [END]
基佬 | 杀光一切基佬 | LGBTQ | hate [END]
湖女省的司法机关 | 真不好说钕拳之都 | Sexism | hate [END]
黑人 | 无论什么原因交往的黑人,都绝不接受 | Racism | hate [END]
你这个高贵的殖 | 又是你这个高贵的殖啊 | non-hate | non-hate [END]
黑人 | 不喜欢黑人是正常的 | Racism | hate [END]
剩下的女人 | 全都是不爱国的 | Sexism | hate [END]
这种人 | 纯粹是同性恋里的败类 | LGBTQ | hate [END]
黑人和对它们有好感的easygirl | 歧视 | Racism | hate [END]
中国人 | 在非洲也生了很多蛋留下了 | non-hate | non-hate [END]
陕西的专业黑子 | 这种东西都有病吧 | Region | hate [END]
非处女 | 让非处女坦白性史 | Sexism | hate [END]
